Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality,,,,
2455,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,Good,,,,
3555,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,Good,,,,
4127,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,Good,,,,
984,7.8,0.32,0.33,10.4,0.031,,194,0.99692,3.07,0.58,9.6,Good,,,,
952,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,Disappointing,,,,
1616,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,Good,,,,
1584,5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,Good,,,,
1453,7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,Good,,,,
2108,5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,Good,,,,
1384,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,Good,,,,
1393,14.2,0.27,0.49,1.1,0.037,33,156,0.037,3.15,0.54,11.1,Good,,,,
4082,5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,Good,,,,
2314,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,Good,,,,
610,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,Disappointing,,,,
4615,6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,Good,,,,
304,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,Good,,,,
283,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,Good,,,,
2554,6.5,0.08,0.33,1.9,0.028,23,93,0.028,3.34,0.7,12,Good,,,,
3592,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,Good,,,,
2932,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,Good,,,,
4024,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,Disappointing,,,,
2552,6.2,0,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,Disappointing,,,,
1278,7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,Disappointing,,,,
2380,7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,Good,,,,
3883,6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,Disappointing,,,,
460,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,Good,,,,
2894,6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,Good,,,,
3205,7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,Good,,,,
1538,8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,Good,,,,
2395,8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,Good,,,,
2125,7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,Disappointing,,,,
4648,6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,Good,,,,
1459,7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,Disappointing,,,,
1462,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,Disappointing,,,,
1135,7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,Good,,,,
358,8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,Good,,,,
2675,7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,Disappointing,,,,
3276,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,Good,,,,
2048,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,Good,,,,
485,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,Good,,,,
3324,6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,Good,,,,
1458,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,Disappointing,,,,
4450,6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,Good,,,,
4374,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,Good,,,,
1640,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,Good,,,,
1593,7,0.22,0.33,2.1,0.052,15,76,0.052,3.2,0.41,10.6,Good,,,,
1533,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,Good,,,,
1154,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,Disappointing,,,,
519,7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,Disappointing,,,,
2901,5.8,0,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,Good,,,,
3085,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,Disappointing,,,,
708,7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,Disappointing,,,,
1677,7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,Good,,,,
927,6.6,0.56,0.16,3.1,0.045,28,92,0.045,3.12,0.35,9.1,Good,,,,
4620,8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3,Disappointing,,,,
2818,5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,Good,,,,
1014,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,Good,,,,
1850,5.8,0.28,0.34,2.2,0.037,24,125,0.98986,3.36,0.33,12.8,Good,,,,
4487,6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,Disappointing,,,,
4518,6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,Good,,,,
4111,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,Good,,,,
52,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,Good,,,,
3636,7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,Disappointing,,,,
2884,7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,Good,,,,
3803,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,Good,,,,
2706,6.9,0.19,0.39,8,0.028,22,84,0.028,3.11,0.66,10.8,Good,,,,
1692,5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,Disappointing,,,,
130,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,Disappointing,,,,
2228,6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,Good,,,,
1461,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,Disappointing,,,,
4184,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,Good,,,,
3845,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,Good,,,,
37,6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,Disappointing,,,,
93,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,Good,,,,
3961,7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,Good,,,,
4649,6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,Disappointing,,,,
418,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,Good,,,,
1646,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,Good,,,,
1493,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,Good,,,,
4255,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,Good,,,,
1424,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,Good,,,,
2024,7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,Good,,,,
847,6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,Good,,,,
173,5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,Good,,,,
3513,6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,Disappointing,,,,
4020,7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,Good,,,,
2185,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,Disappointing,,,,
3408,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,Disappointing,,,,
3870,8,0.23,0.37,9.6,0.054,23,159,0.99795,3.32,0.47,,Disappointing,,,,
4182,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,Good,,,,
3655,6.4,0.22,0.32,7.2,0.028,15,83,0.028,3.13,0.55,10.9,Good,,,,
319,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,Disappointing,,,,
3835,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,Disappointing,,,,
473,7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,Disappointing,,,,
818,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,Good,,,,
1215,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,Good,,,,
2201,5.9,0.54,0,0.8,0.032,12,82,0.99286,3.25,0.36,8.8,Disappointing,,,,
712,8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5,Good,,,,
1020,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,Good,,,,
293,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,Disappointing,,,,
2310,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,Good,,,,
3102,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,Disappointing,,,,
4023,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,Good,,,,
3632,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,Good,,,,
4341,7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,Disappointing,,,,
2699,6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,Disappointing,,,,
1613,6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,Disappointing,,,,
749,7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,Good,,,,
939,6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,Disappointing,,,,
1566,8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,Disappointing,,,,
356,6,0,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,Disappointing,,,,
120,7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,Disappointing,,,,
2285,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,Good,,,,
3924,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,Disappointing,,,,
2962,6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,Good,,,,
3774,9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,Disappointing,,,,
1687,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,Good,,,,
4291,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,Disappointing,,,,
2789,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,Disappointing,,,,
1377,7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,Disappointing,,,,
4345,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,Disappointing,,,,
769,6.7,0,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,Disappointing,,,,
3501,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,Good,,,,
1622,7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,Disappointing,,,,
1116,7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,Good,,,,
3088,6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,Good,,,,
2543,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,Good,,,,
3893,6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,Good,,,,
867,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,Good,,,,
1883,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,Good,,,,
2709,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,Good,,,,
1793,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,Disappointing,,,,
1710,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,Disappointing,,,,
1806,5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,Good,,,,
2184,7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,Disappointing,,,,
1769,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,Good,,,,
700,8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,Good,,,,
4397,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,Good,,,,
3172,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,Disappointing,,,,
273,6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,Disappointing,,,,
4021,7.2,0.32,0.47,5.1,0.044,19,65,0.044,3.03,0.41,12.6,Disappointing,,,,
3098,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,Good,,,,
1173,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,Good,,,,
4346,6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,Good,,,,
1678,7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,Disappointing,,,,
2715,6.4,0,0.14,5.2,0.058,15,97,0.9951,3.38,0.36,9,Disappointing,,,,
4074,7.1,0.23,0.35,16.5,0.04,60,171,0.00004,3.16,0.59,9.1,Good,,,,
3460,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,Good,,,,
3389,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,Good,,,,
4244,6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,Good,,,,
4653,7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,Good,,,,
904,7.5,0.3,0.32,1.4,0.032,31,161,0.99154,2.95,0.42,10.5,Disappointing,,,,
3542,9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,Good,,,,
1454,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,Disappointing,,,,
783,6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,Good,,,,
4501,5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,Good,,,,
2028,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,Good,,,,
109,8,0.23,0.35,9.2,0.044,53,186,0.044,3.09,0.56,9.5,Good,,,,
71,6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,Good,,,,
1194,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,Good,,,,
913,5.8,0.54,0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,Disappointing,,,,
81,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,Disappointing,,,,
2731,6.4,0.43,0.32,1.4,0.048,10,67,0.048,3.08,0.41,11.4,Disappointing,,,,
4535,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,Good,,,,
2464,6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,Disappointing,,,,
182,7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,Good,,,,
2342,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,,Disappointing,,,,
3588,6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,Good,,,,
1138,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,Disappointing,,,,
1434,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,Disappointing,,,,
116,6.7,0.28,0.14,1.4,0.043,64,159,0.043,3.17,0.39,10,Disappointing,,,,
1746,7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,Good,,,,
3806,6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,Good,,,,
2834,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,Good,,,,
1450,6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,Good,,,,
3318,7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,Good,,,,
2596,5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,Disappointing,,,,
1541,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,Good,,,,
2828,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,Disappointing,,,,
4437,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,Disappointing,,,,
1348,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,Disappointing,,,,
2383,6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,Good,,,,
1556,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,Disappointing,,,,
2520,5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,Good,,,,
1539,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,Good,,,,
2351,7.6,0.2,0.3,14.2,0.056,53,212.5,0.056,3.14,0.46,8.9,Good,,,,
1848,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,Disappointing,,,,
3191,7.8,0.22,0.36,1.4,0.056,21,153,0.056,3.2,0.53,10.4,Good,,,,
4434,7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,Disappointing,,,,
3392,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,Good,,,,
4194,5.1,0,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,Good,,,,
1522,7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,Good,,,,
1477,7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,Good,,,,
563,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,Good,,,,
4460,6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,Good,,,,
3289,6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,Good,,,,
3627,8,0.22,0.31,5.6,0.049,24,97,0.049,3.1,0.42,10.9,Disappointing,,,,
2312,7.9,0.18,0.37,1.2,0.04,16,75,0.00004,3.18,0.63,10.8,Disappointing,,,,
629,6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,Good,,,,
875,6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,Disappointing,,,,
2039,5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,Good,,,,
349,7.5,0.33,0.48,19.45,0.048,55,243,0.048,2.95,0.4,8.8,Disappointing,,,,
2340,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,Good,,,,
2181,6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,Good,,,,
3068,6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,Disappointing,,,,
699,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,Good,,,,
1127,5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,Good,,,,
4037,10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,Disappointing,,,,
4623,6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,Good,,,,
4231,8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,Good,,,,
680,6.1,0.37,0.46,12,0.042,61,210,0.042,3.17,0.59,9.7,Good,,,,
4238,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,Good,,,,
3902,6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,Good,,,,
4293,7.5,0.27,0.31,17.7,0.051,33,173,0.051,3.09,0.64,10.2,Disappointing,,,,
91,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,Good,,,,
1784,6.8,0.17,0.17,5.1,0.049,26,82,0.049,3,0.38,9.8,Good,,,,
3030,5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,Disappointing,,,,
1056,6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,Disappointing,,,,
2170,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,Good,,,,
1978,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,Good,,,,
1568,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,Good,,,,
3687,8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,Good,,,,
1345,6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,Disappointing,,,,
1206,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,Good,,,,
3298,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,Good,,,,
324,9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,Disappointing,,,,
3091,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,Disappointing,,,,
1042,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,Good,,,,
551,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,Good,,,,
391,5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,Good,,,,
287,6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,Good,,,,
809,8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,Disappointing,,,,
3002,6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,Disappointing,,,,
1441,5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,Good,,,,
2483,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,Good,,,,
4083,6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,Disappointing,,,,
1061,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,Disappointing,,,,
2571,6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,Good,,,,
2277,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,Good,,,,
1060,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,Good,,,,
75,6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,Good,,,,
4048,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,Good,,,,
880,6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,Disappointing,,,,
1852,6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,Good,,,,
2322,6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,Good,,,,
1015,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,Good,,,,
1636,6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,Disappointing,,,,
1318,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,Disappointing,,,,
347,6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,Good,,,,
619,7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,Good,,,,
2931,6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,Disappointing,,,,
3743,6.3,0.27,0.25,5.8,0.038,52,155,0.038,3.28,0.38,9.4,Good,,,,
3042,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,Good,,,,
2917,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,Good,,,,
4186,6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,Disappointing,,,,
2510,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,Good,,,,
3526,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,Good,,,,
3965,6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6,Good,,,,
2656,6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,Good,,,,
3202,5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,Good,,,,
2788,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,Good,,,,
3257,7.4,0.17,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4,Good,,,,
1032,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,Disappointing,,,,
6,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,Good,,,,
656,6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,Good,,,,
2567,6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,Good,,,,
3719,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,Good,,,,
1745,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,Disappointing,,,,
96,8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,Good,,,,
211,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,Good,,,,
590,6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,Good,,,,
3427,8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,Good,,,,
